DEPARTAMENTO	COBERTURA_NETA_MEDIA	DESERCION_MEDIA
Otros	42.26	6.19
Otros	28.72	6.2
Otros	49.49	1.33
Otros	36.94	2.99
Otros	27.93	2.46
Otros	27.6	4.11
Otros	55.45	2.16
Otros	43.2	5.26
Otros	76.47	4.32
Otros	24.65	3.73
Otros	54.37	2.89
Otros	19.05	2.31
Otros	39.81	1.99
Otros	30.53	1.65
Otros	30.8	3.33
Otros	34.87	1.64
Otros	49.62	1.15
Otros	40.45	2.07
Otros	44.53	3.89
Otros	56.69	6.62
Otros	43.27	2.02
Otros	29.41	1.29
Otros	34.2	1.39
Otros	38.29	2.24
Otros	70	3.68
Otros	28.71	1.68
Otros	42.34	2.05
Otros	34.93	4.46
Otros	39.7	1.6
Otros	57.52	2.35
Otros	53.02	1.85
Otros	56.61	3.74
Otros	48.48	8.84
Otros	57.74	2.32
Otros	41.21	1.1
Otros	46.19	10.63
Otros	55.18	2.95
Otros	16.1	1.9
Otros	20.09	2.94
Otros	20.69	4.39
Otros	16.28	1.71
Otros	53.78	0.66
Otros	17.38	5.93
Otros	35.14	4.4
Otros	36.49	3.67
Otros	26.5	6.12
Otros	23.19	2.58
Otros	30.33	2.23
Otros	56.6	1.68
Otros	51.14	3.53
Otros	40.63	7.37
Otros	66.58	3.32
Otros	18.42	2.67
Otros	53.62	2.65
Otros	45.79	4.69
Otros	44.69	0.91
Otros	48.49	1.98
Otros	35	1.61
Otros	25.78	2.47
Otros	48.2	7.11
Otros	48.23	1.7
Otros	35.43	4.08
Otros	35.51	0.77
Otros	43.69	5.54
Otros	61.59	1.56
Otros	50.39	1.58
Otros	47.38	2.29
Otros	48.14	1.15
Otros	68.86	1.71
Otros	27.55	3.8
Otros	40.35	2.56
Otros	39.7	3.92
Otros	47.14	4.7
Otros	17.14	2.2
Otros	22.64	2.76
Otros	27.71	2.85
Otros	24.84	8.39
Otros	27.12	1.17
Otros	10.54	2.26
Otros	45.74	1.46
Otros	48.78	4.21
Otros	43.25	4.44
Otros	39.13	3.35
Otros	71.43	2.38
Otros	13.94	2.41
Otros	32.2	3.53
Otros	31.68	2.08
Otros	19.92	3.95
Otros	21.41	3.86
Otros	52.03	0.94
Otros	54.3	1.1
Otros	37.52	2.24
Otros	43.27	1.31
Otros	34.62	2.89
Otros	59.28	0.39
Otros	30.81	0.81
Otros	39.85	0.31
Otros	30.47	1.54
Otros	33.7	0.34
Otros	52.66	0.24
Otros	42.09	0.73
Otros	20.87	0.53
Otros	36.82	1.57
Otros	33.77	0.94
Otros	46.08	1.76
Otros	35.28	0.52
Otros	47.78	2.67
Otros	50.61	3.2
Otros	48.66	2.81
Otros	32.51	0.73
Otros	12.64	1.41
Otros	9.41	1.99
Otros	36.38	2.97
Otros	23	4.4
Otros	24.33	4.68
Otros	37.16	2.97
Otros	18.04	0.83
Otros	38.94	5
Otros	40.85	4.47
Otros	39.65	2.45
Otros	34.24	1.86
Otros	30.99	3.77
Otros	19.61	4.58
Otros	32	4.49
Otros	37.79	2.4
Otros	47.87	1.38
Otros	32.85	3.64
Otros	33.28	2.41
Otros	2.87	1.92
Otros	37.87	2.52
Otros	14.02	5.95
Otros	9.73	3.7
Otros	25.72	2.51
Otros	14.35	9.73
Otros	7.85	3.25
Otros	43.39	0.56
Otros	41.64	1.32
Otros	19.53	3.08
Otros	50	4.95
Otros	14.79	0.63
Otros	50.24	1.71
Otros	28.94	6.1
Otros	24.2	2.71
Otros	42	1.94
Otros	23.78	1.51
Otros	18.56	3.47
Otros	20.31	1.15
Otros	47.53	4.3
Otros	39.79	1.42
Otros	15.53	0.31
Otros	49.89	2.83
Otros	32.25	0.89
Otros	42.77	0.58
Otros	45.74	1.54
Otros	41.29	3.73
Otros	72.16	0.39
Otros	42.26	3.83
Otros	51.11	1.41
Otros	39.71	1.57
Otros	57.14	1.87
Otros	57.76	2
Otros	38.58	2.53
Otros	57.57	3.74
Otros	36.71	2.44
Otros	44.67	3.03
Otros	14.53	5.77
Otros	66.27	1.52
Otros	41.79	3.79
Otros	28.91	1.82
Otros	70.42	6.06
Otros	45.26	4.92
Otros	42.78	1.63
Otros	44	3.45
Otros	43.17	0.79
Otros	78.87	7.5
Otros	59.39	2.3
Otros	51.65	1.41
Otros	54.89	2.22
Otros	42.45	2.44
Otros	41.62	2.75
Otros	50.53	3.08
Otros	81.19	1.18
Otros	38.76	1.2
Otros	19.31	2.78
Otros	32.89	3.7
Otros	20.45	3.17
Otros	20	4.76
Otros	43.75	1.3
Otros	50.32	1.5
Otros	40	2.83
Otros	29.07	2.04
Otros	52.03	1.79
Otros	42.29	3.48
Otros	47.45	4.08
Otros	48.53	2.07
Otros	39.3	3.4
Otros	45.74	2.31
Otros	51.36	2.79
Otros	45.27	4.96
Otros	30.25	1.75
Otros	26.65	10.91
Otros	49.59	2.33
Otros	55.7	2.52
Otros	35	2.68
Otros	42.53	5.36
Otros	40.51	1.89
Otros	33.48	3
Otros	27.46	1.64
Otros	54.9	3.44
Otros	33.91	8.22
Otros	56.72	3.22
Otros	52.56	1.96
Otros	44.99	2.78
Otros	37.18	2.44
Otros	36.93	2.94
Otros	40.96	3.15
Otros	40.85	4.72
Otros	41.21	2.78
Otros	32.89	2.25
Otros	36.75	2.59
Otros	53.61	3.8
Otros	48.96	1.8
Otros	77.05	0.35
Otros	38.38	0.6
Otros	63.71	4.42
Otros	65.01	1.81
Otros	76.72	2.48
Otros	62.93	2.13
Otros	40.39	5.52
Otros	57.89	4.26
Otros	31.01	5.08
Otros	49.33	1.78
Otros	49.24	2.22
Otros	48.36	1.96
Otros	37.4	1.78
Otros	42.99	6.35
Otros	56.43	2.98
Otros	47.86	2.08
Otros	50.98	1.13
Otros	86.49	0.73
Otros	56.6	2.04
Otros	42.39	3.2
Otros	48.1	3.28
Otros	40.63	3.85
Otros	70.07	3.03
Otros	50.48	2.73
Otros	46.52	2.6
Otros	41.61	6.11
Otros	48.05	5.51
Otros	31.39	4.5
Otros	40.17	2.8
Otros	41.69	5.69
Otros	36.51	3.86
Otros	65	2.2
Otros	30.71	2.82
Otros	43.37	3.73
Otros	41.95	6.38
Otros	30.47	5.45
Otros	22.19	3.21
Otros	35.16	0.96
Otros	48.11	2.81
Otros	35.35	4.79
Otros	34.51	5.35
Otros	41.82	1.62
Otros	36.69	2.93
Otros	41.64	2.37
Otros	28.05	4.55
Otros	28.35	0.86
Otros	46.95	2.4
Otros	51.75	1.63
Otros	50.28	2.01
Otros	45.71	2.22
Violencia	34.52	5.3
Violencia	24.73	5.5
Violencia	29.28	1.64
Violencia	12.02	0.99
Violencia	25	4.59
Violencia	33.48	4.42
Violencia	19.48	3.07
Violencia	11.74	4.57
Violencia	14.37	0.62
Violencia	22.12	1.56
Violencia	31.94	4.69
Violencia	15.16	3.72
Violencia	4.11	2.22
Violencia	16.24	0.81
Violencia	16.1	2.44
Violencia	47.34	1.61
Violencia	20.03	1.64
Violencia	17.31	2.8
Violencia	27.64	1.55
Violencia	22.18	0.6
Violencia	28.34	2.88
Violencia	31.46	4.06
Violencia	74.23	1.42
Violencia	32.26	5.98
Violencia	32.56	2.07
Violencia	30.4	0.87
Violencia	13.55	1.36
Violencia	26.8	4.98
Violencia	25.61	9.79
Violencia	31.28	5.7
Violencia	10.54	1.56
Violencia	8.47	3
Violencia	25.31	2.02
Violencia	30	7.45
Violencia	37.21	7.26
Violencia	20.44	2.71
Violencia	22.72	3.52
Violencia	12.9	3.03
Violencia	36.8	3.75
Violencia	39.65	2.21
Violencia	27.53	7.31
Violencia	32.97	1.47
Violencia	23.35	3.53
Violencia	41.2	1.55
Violencia	10.27	0.95
Violencia	31.84	2.55
Violencia	18.56	0.49
Violencia	32.48	1.47
Violencia	19.75	0.83
Violencia	42.43	2.76
Violencia	13.78	2.61
Violencia	30.98	0.89
Violencia	24.12	0.24
Violencia	38.16	0.72
Otros	41.94	3.46
Otros	38.56	2.47
Otros	37.64	2.55
Otros	29.56	1.49
Otros	43.32	2.59
Otros	32.32	3.21
Otros	38.45	4.01
Otros	40.49	1.75
Otros	53.73	0.96
Otros	37.66	2.52
Otros	42.29	3.88
Otros	21.94	0.38
Otros	13.33	5.88
Otros	35.55	3.61
Otros	48.79	2.4
Otros	30.73	1.02
Otros	40.82	0.5
Otros	35.5	3.1
Otros	15.65	11.01
Otros	30.19	6.48
Otros	33.23	2.5
Otros	32.28	5.08
Otros	37.8	0.86
Otros	25.36	3.76
Otros	47.88	2.71
Otros	46.59	2.51
Otros	26.62	2.17
Otros	29.57	0.92
Otros	50	1.72
Otros	42.11	0.52
Otros	45.01	1.55
Otros	32.45	0.6
Otros	42.73	2.09
Otros	24.62	1.01
Otros	49.29	1.01
Otros	18.09	4.4
Otros	50.26	1.09
Otros	33.46	1.39
Otros	30.2	1.77
Otros	43.97	2.32
Otros	25.88	2.47
Otros	21.32	1.2
Otros	15.7	1.45
Otros	47.03	1.27
Otros	55.87	1.95
Otros	40.78	3.82
Otros	45.26	3.32
Otros	32.02	1.19
Otros	32.51	0.34
Otros	42.9	1.99
Otros	26.45	2.57
Otros	26.27	2.42
Otros	32.62	5.48
Otros	52.72	4.46
Otros	33.33	2.56
Otros	41.23	3.42
Otros	68.03	1.33
Otros	39.24	1.49
Otros	24.04	2.04
Otros	25.33	5.88
Otros	41.57	6.09
Otros	29.95	3.17
Otros	56.37	2.84
Otros	29.5	1.59
Otros	60.17	1.38
Otros	65.17	1.79
Otros	52.03	1.38
Otros	66.76	1.92
Otros	40.14	1.79
Otros	38.26	3.98
Otros	43.16	2.6
Otros	44.5	2.73
Otros	38.06	1.14
Otros	40.03	2.88
Otros	44.87	3.48
Otros	52.99	2.89
Otros	28.42	6.45
Otros	69.03	2.25
Otros	70.56	1.8
Otros	61.61	3.15
Otros	34.45	0.74
Otros	30.33	5.61
Otros	56.03	1.67
Otros	35.29	2.78
Otros	55.06	4.21
Otros	35.76	1.79
Otros	47.78	3.85
Otros	31.11	1.94
Otros	54.96	4.93
Otros	40	3.13
Otros	42.35	4.73
Otros	54.61	1.75
Otros	60.37	3.87
Otros	36.15	2.17
Otros	65.66	7.45
Otros	47.78	3.48
Otros	55.56	2.11
Otros	35.68	2.24
Otros	52.56	2.5
Otros	38.52	5.22
Otros	47.85	1.33
Otros	40.88	1.83
Otros	72.7	3.19
Otros	53.7	3.13
Otros	13.59	1.69
Otros	26.27	1.04
Otros	44.7	2.23
Otros	47.62	2.06
Otros	49.35	2.81
Otros	45.77	5.17
Otros	33.17	3.64
Otros	34.88	2.58
Otros	57.78	3.47
Otros	34.92	3.36
Otros	37.93	1.83
Otros	76.82	1.81
Otros	31.17	3.82
Otros	41.87	3.23
Otros	36	4.6
Otros	40.72	0.38
Otros	51.46	1.41
Otros	42.86	6.67
Otros	40.48	2.79
Otros	42.31	3.45
Otros	56.98	5.95
Otros	37.79	0.43
Otros	35.97	2.69
Otros	39.88	5.82
Otros	48.68	2.05
Otros	49.36	2.63
Otros	44.33	0.55
Otros	72.88	2.09
Otros	38.65	1.37
Otros	26	0.58
Otros	35.68	4.5
Otros	39.45	4.73
Otros	50.65	2.3
Otros	28.32	0.38
Otros	33.42	1.01
Otros	96.84	6.89
Otros	38.42	4
Otros	44.35	2.82
Otros	35.85	4.17
Otros	50.65	1.6
Otros	38.75	1.96
Otros	34.98	2.72
Otros	60.31	2.45
Otros	61.97	2.22
Otros	45.22	0.99
Otros	43.71	1.01
Otros	30.48	2.63
Otros	54.63	3.54
Otros	49.83	1.4
Otros	54	5.75
Otros	28.81	4.92
Otros	40	5.61
Otros	51.69	3.99
Violencia	38.61	0.81
Violencia	30.1	1.93
Violencia	2.38	2.34
Violencia	18.12	0.55
Violencia	22.25	7.21
Violencia	31.35	3.85
Violencia	8.25	5.12
Violencia	11.86	2.19
Violencia	15.04	8.33
Violencia	13.98	6.25
Violencia	28.47	3.13
Violencia	17.17	4.65
Violencia	6.63	12.27
Violencia	39.49	2.3
Violencia	13.67	2.04
Violencia	9.66	6.34
Violencia	4.52	3
Violencia	12.27	4.02
Violencia	11.7	1.18
Violencia	16.08	2.9
Violencia	9.47	3.09
Violencia	16.83	7.79
Violencia	30.26	8.33
Violencia	2.33	11.76
Violencia	27.32	2.88
Violencia	18.46	10.8
Violencia	14.87	2.72
Otros	50.1	4.08
Otros	24.51	6.8
Otros	44.95	6.9
Otros	25.37	5.66
Otros	40.99	6.56
Otros	27.72	6.1
Otros	27.32	7.27
Otros	33.28	3.71
Otros	12.99	8.65
Otros	31.52	3.57
Otros	33.35	4.3
Otros	38.05	5.2
Otros	33.33	4.1
Otros	33.2	6.36
Otros	37.05	7.66
Otros	35.33	0.87
Otros	33.95	4.12
Otros	37.11	5.8
Otros	47.27	4.68
Otros	32.37	4.12
Otros	42.68	1.91
Otros	35.97	4.8
Otros	36.83	6.57
Otros	42.18	13.57
Otros	43.49	4.63
Otros	58.91	4.37
Otros	30.36	5.88
Otros	38.59	3.43
Otros	43.3	4.17
Otros	37.75	4.29
Otros	39.12	2.92
Otros	48.28	7.51
Otros	24.83	3.52
Otros	25.15	2.68
Otros	40.74	3.77
Otros	31.69	3.6
Otros	48.74	2.37
Otros	22.79	1.64
Otros	21.7	3.64
Otros	23.55	0.66
Otros	15.77	3.29
Otros	15.93	1.18
Otros	25.8	2.9
Otros	54.8	1.35
Otros	22.53	2.15
Otros	30.94	1.05
Otros	3.6	3
Otros	49.08	3.93
Otros	4.1	1.68
Otros	26.94	5.38
Otros	31.02	1.72
Otros	41.03	3.07
Otros	39.42	0.67
Otros	31.95	3.43
Otros	32.16	3.02
Otros	24.44	2.68
Otros	29.63	2.29
Otros	35.87	1.56
Otros	51.51	1.78
Otros	37.61	2.75
Otros	44.56	2.19
Otros	33.88	3.21
Otros	42.3	5.6
Otros	37.25	3.4
Otros	23.01	0.3
Otros	36.65	2.96
Otros	17.03	5.83
Otros	38.35	3.02
Otros	26.2	4.01
Otros	22.45	0.94
Otros	30.03	3.5
Otros	13.77	0.95
Otros	61.92	2.93
Otros	35.98	1.57
Otros	38.1	2.07
Otros	32.88	0.67
Otros	20.07	4.35
Otros	16.27	0.82
Otros	38.11	2.11
Otros	27.51	4.15
Otros	30.5	2.48
Otros	47.18	0.96
Otros	60.36	4.81
Otros	39.74	7.84
Otros	61.28	0.66
Otros	46.57	5.74
Otros	57.06	4.26
Otros	45.35	1.49
Otros	36.2	4.8
Otros	55.4	1.55
Otros	35.98	3.7
Otros	47.04	4.16
Otros	60.26	1.55
Otros	19.13	5.8
Otros	10.57	4.24
Otros	9.02	7.14
Otros	46.61	1.21
Otros	7.11	4.46
Otros	35.43	1.33
Otros	38.77	4.1
Otros	12.89	3.62
Otros	37.53	7.04
Otros	33.53	2.94
Otros	53.29	9.31
Otros	14.8	7.14
Otros	44.84	1.71
Otros	20.31	0.37
Otros	67.01	1.4
Otros	60.73	0.82
Otros	36.98	2.12
Otros	11.01	11.01
Otros	48.15	2.76
Otros	27.97	0.24
Otros	29.21	1.49
Otros	50.9	0.4
Otros	25.7	2.46
Otros	47.67	0.26
Otros	30.45	1.17
Otros	45.03	1.18
Otros	12.32	0.68
Otros	33.03	1.32
Otros	8.94	2.25
Otros	40.14	3.2
Otros	43.83	1.09
Otros	50.92	0.46
Otros	34.76	0.74
Otros	62.44	0.53
Otros	44.82	0.49
Otros	62.83	0.46
Otros	37.24	1.31
Otros	46.57	0.81
Otros	27.88	0.91
Otros	42.54	0.14
Otros	17.27	0.47
Otros	28.09	0.6
Otros	13.19	3.74
Otros	2.94	1.85
Otros	33.54	2.08
Otros	6	0.42
Otros	37.9	0.79
Otros	46.96	0.23
Otros	18.38	0.63
Otros	7.7	4.8
Otros	19.38	1.13
Otros	36.07	1.67
Otros	32.88	2
Otros	32.71	1.65
Otros	32.62	5.1
Otros	38.26	3.67
Otros	35.75	0.45
Otros	20.45	1
Otros	32.91	0.57
Otros	45.26	2.22
Otros	43.9	3.73
Otros	17.2	2.81
Otros	37.5	2.92
Otros	30.57	2.94
Otros	31.14	2.19
Otros	44.5	0.95
Otros	18.89	0.83
Otros	37.96	1.05
Otros	48.46	0.87
Otros	36.69	1.03
Otros	46.94	1.27
Otros	37.94	1.95
Otros	28.98	1.06
Otros	18.48	12.08
Otros	29.48	0.92
Otros	36.02	0.93
Otros	7.34	1.22
Otros	35.1	1.87
Otros	44.25	1.37
Otros	19.67	0.37
Otros	40.31	7.37
Otros	8.67	3.47
Otros	33.67	0.62
Otros	33.01	1.44
Otros	51.72	4.13
Otros	45.26	4.41
Otros	48.31	4.62
Otros	45.84	5.62
Otros	40.11	5.38
Otros	45.85	2.71
Otros	34.98	3.87
Otros	37.87	5.75
Otros	38.09	9.39
Otros	69.8	2.29
Otros	44.07	3.72
Otros	63.87	1.56
Otros	50.85	3.86
Otros	30.84	4.12
Otros	43.84	5.49
Otros	36.1	1.96
Otros	38.46	2.4
Otros	46.56	2.98
Otros	25.33	3.17
Otros	45.08	4.18
Otros	22.1	7.56
Otros	22.14	12.15
Otros	22.26	9.79
Otros	40.44	3.46
Otros	40.31	3.45
Otros	26	5.22
Otros	56.72	2.19
Otros	47.76	2
Otros	25.84	2.25
Otros	52.98	1.4
Otros	52.92	3.39
Otros	59.77	1.6
Otros	50.58	3.34
Otros	42.11	1.8
Otros	31.15	1.26
Otros	56.99	0.79
Otros	62.93	3.02
Otros	47.5	2.17
Otros	38.54	4
Otros	25.54	4.96
Otros	46.67	1.89
Otros	34.07	2.5
Otros	51.63	2.42
Otros	18.79	1.19
Otros	48.91	7.52
Otros	21.9	2.61
Otros	37.31	2.08
Otros	28.4	5.22
Otros	40.45	3.94
Otros	60.18	8.04
Otros	46.22	2.18
Otros	72.22	1.23
Otros	33.53	2.41
Otros	37.2	1.92
Otros	56.59	0.67
Otros	56.76	1.72
Otros	88.89	3.31
Otros	34.62	3.13
Otros	47.37	7.69
Otros	27.27	0.77
Otros	31.99	2.52
Otros	39.66	1.14
Otros	40	1.11
Otros	45.78	0.73
Otros	67.33	0.9
Otros	42.54	2.83
Otros	36.95	0.84
Otros	39.51	2.17
Otros	63.93	0.82
Otros	33.87	1.15
Otros	28.95	2.04
Otros	53.9	0.91
Otros	50.83	2.35
Otros	41.44	6.06
Otros	22.71	3.45
Otros	29.4	3.81
Otros	31.11	2.39
Otros	66.86	5.37
Otros	72.79	2.94
Otros	21.77	4.55
Otros	84.12	2.84
Otros	44.71	5.26
Otros	23.72	1.69
Otros	41.88	3.87
Otros	24.74	3.23
Otros	38.23	5.3
Otros	49.87	1.47
Otros	47.51	1.27
Otros	35.14	4.37
Otros	43.58	2.5
Otros	54.19	0.72
Otros	51.75	4.03
Otros	58.92	5
Otros	54.33	5.03
Otros	49.91	3.32
Otros	38.59	3.67
Otros	33.13	3.11
Otros	37.28	0.85
Otros	55.49	1.87
Otros	41.71	0.8
Otros	36.42	3.57
Otros	31.04	0.83
Otros	43.12	3.08
Otros	22.11	2.27
Otros	53.84	0.63
Otros	42.25	0.95
Otros	52.11	1.49
Otros	29.15	0.54
Otros	40.94	2.95
Otros	28.77	1.26
Otros	53.16	2.23
Otros	37.24	4.65
Otros	28.49	3.47
Otros	54.37	2.14
Otros	32.92	4.7
Otros	28.47	0.95
Otros	43.6	3.68
Otros	46.99	2.44
Otros	43.43	0.93
Otros	46.82	3.4
Otros	31.85	1.54
Otros	15.93	6.45
Otros	40.33	1.46
Otros	24.52	1.69
Otros	33.8	5.4
Otros	54.55	1.24
Otros	33.47	4.2
Otros	35.45	1.89
Otros	29.55	2.15
Otros	42.05	2.94
Otros	38.46	6.57
Otros	44.91	2.33
Otros	48.09	2
Otros	47.29	2.99
Otros	38.96	2.27
Otros	35.98	3.25
Otros	47.48	2.31
Otros	34.63	3.57
Otros	43.64	3.19
Otros	53.52	1.94
Otros	48.64	1.96
Otros	38.75	4.07
Otros	45.46	4.29
Otros	49.27	2.65
Otros	37.09	5.34
Otros	50.08	2.74
Otros	25.37	2.4
Otros	53.43	0.6
Otros	26.68	5.26
Otros	61.81	2.56
Otros	43.77	0.99
Otros	18.48	5.52
Otros	24.45	8.99
Otros	49.44	4.43
Otros	53.97	1.44
Otros	48.04	3.27
Otros	36.68	4.1
Otros	28.35	3.45
Otros	41.51	1.06
Otros	40.72	4.05
Otros	25.83	2.27
Otros	29.59	4.65
Otros	46.35	1.24
Otros	39.98	1.66
Otros	11.78	2.44
Otros	44.04	1.88
Otros	24.78	4.65
Otros	37.7	4.94
Otros	22.57	2.97
Otros	53.55	3.69
Otros	53.7	1.8
Otros	33.05	2.4
Otros	43.8	2.16
Otros	44.81	4.4
Otros	42.88	0.76
Otros	39.8	2.84
Otros	30.89	6.18
Otros	26.69	7.35
Otros	52.47	3.15
Otros	46.34	2.4
Otros	68.32	4.06
Otros	42.21	3.73
Otros	41.04	3.91
Otros	50.6	3.32
Otros	37.94	0.98
Otros	54.27	1
Otros	23.92	0.46
Otros	47.39	3.23
Otros	36.41	0.84
Otros	45.69	3.42
Otros	37.41	4.98
Otros	62.93	0.25
Otros	26.47	3.7
Otros	31.59	1.18
Otros	35.71	3.54
Otros	35.94	2.65
Otros	49.29	3.73
Otros	46.93	8.43
Otros	50.51	5.58
Otros	32.95	1.07
Otros	42.01	1.88
Otros	43.1	2.08
Otros	30.85	3.91
Otros	21.82	4.07
Otros	32.45	2.41
Otros	21.35	3.1
Otros	29.55	3.21
Otros	32.02	2.45
Otros	53.44	1.53
Otros	44.81	3.1
Otros	27.37	2.86
Otros	31.58	2.94
Otros	51.83	4.05
Otros	54.96	2.33
Otros	25.2	0.68
Otros	31.58	4.28
Otros	45.93	5.47
Otros	32.43	2.29
Otros	69.49	1.4
Otros	25.6	3.7
Otros	19.78	4.55
Otros	61	3.41
Otros	27.62	1.94
Otros	59.14	3
Otros	49.62	3.08
Otros	37.67	11.28
Otros	23.85	4.81
Otros	31.11	3.46
Otros	22.82	10.28
Otros	14.05	7.55
Otros	36.65	8.47
Otros	64.58	1.41
Otros	33.99	4.88
Otros	20.57	3.99
Otros	19	3.68
Otros	22.84	3.3
Otros	35.24	4.05
Otros	37.99	0.69
Otros	54.27	0.85
Otros	42.91	6.8
Otros	5.17	14.04
Otros	9.33	5.56
Otros	15.48	8.78
Otros	9.09	1.89
Otros	14.39	6.51
Otros	8.2	5.26
Otros	2.74	10
Otros	25.07	4.17
Otros	18.37	5.07
Otros	12.11	1.32
Otros	4.43	1.47
Violencia	13.49	5.01
Violencia	11.27	6.25
Violencia	8.06	4.17
Otros	29.87	7.45
Otros	21.77	8.81
Otros	22.7	7.5
Otros	5.05	8.1
